ticker,title,date,content,url,sentiment
GS,GS The Fresh debuts Josun Hotel kimchi for Korea’s supermarket shoppers - CHOSUNBIZ - Chosunbiz,2026-03-29 23:27:00,"GS Retail's supermarket GS The Fresh said on the 30th it will launch exclusive kimchi products in collaboration with Josun Hotel on the 1st of next month. This is the first time Josun Hotel kimchi is being released as supermarket-exclusive products. The products are not a simple IP tie-up; they are based on Josun Hotel's kimchi recipe while being planned in sizes and prices suitable for supermarket sales. They use premium domestic ingredients such as seasonal napa cabbage and radish, solar sea salt, and chili powder, and deliver a clean taste by adding broth made with pine mushrooms and kelp. They also enhanced the flavor by applying proprietary fermented lactobacillus and improved texture by adding mustard greens. Pear purée adds a natural sweetness. The product size is 1.7 kg, suitable for one- to two-person households. To reduce swelling and brine leakage that can occur during fermentation, a ""topknot-style"" package was applied. The price is 23,900 won, and to mark the launch it will be discounted to 19,900 won through the 7th. Hwang Jin-hak, GS Retail's ready-meals team MD, said, ""The introduction of Josun Hotel kimchi was planned to meet growing customer demand for premium foods and to strengthen differentiated product competitiveness,"" adding, ""We will continue to expand premium products that reflect customers' diverse tastes and lifestyles."" We use cookies to enhance your experience and analyze traffic. By continuing to       browse this site, you agree to our use of cookies.       Learn More",https://biz.chosun.com/en/en-retail/2026/03/30/AKIBGBZZQJDTDAVRYHKMNU3O5U/,Positive
GS,AARFHXX Stock Price and Chart — NASDAQ:AARFHXX - TradingView,2026-03-29 20:57:41,"Select market data provided by ICE Data Services. Select reference data provided by FactSet. Copyright © 2026 FactSet Research Systems Inc.Copyright © 2026, American Bankers Association. CUSIP Database provided by FactSet Research Systems Inc. All rights reserved. SEC fillings and other documents provided by Quartr.© 2026 TradingView, Inc.",https://www.tradingview.com/symbols/NASDAQ-AARFHXX/,Neutral
GS,ABEFVXX Seasonals Chart - TradingView,2026-03-29 17:50:12,"Select market data provided by ICE Data Services. Select reference data provided by FactSet. Copyright © 2026 FactSet Research Systems Inc.Copyright © 2026, American Bankers Association. CUSIP Database provided by FactSet Research Systems Inc. All rights reserved. SEC fillings and other documents provided by Quartr.© 2026 TradingView, Inc.",https://www.tradingview.com/symbols/NASDAQ-ABEFVXX/seasonals/,Neutral
GS,"Worth Asset Management LLC Has $810,000 Position in The Goldman Sachs Group, Inc. $GS - MarketBeat",2026-03-29 11:27:29,"Worth Asset Management LLC cut its stake in shares of  The Goldman Sachs Group, Inc. (NYSE:GS - Free Report) by 59.8% in the fourth quarter, according to the company in its most recent disclosure with the SEC. The firm owned 922 shares of the investment management company's stock after selling 1,374 shares during the quarter. Worth Asset Management LLC's holdings in The Goldman Sachs Group were worth $810,000 as of its most recent filing with the SEC. Several other large investors have also made changes to their positions in the company. Wellington Management Group LLP lifted its holdings in  The Goldman Sachs Group by 110.8% during the 3rd quarter. Wellington Management Group LLP now owns 1,780,620 shares of the investment management company's stock valued at $1,417,997,000 after purchasing an additional 936,015 shares during the last quarter.  Ameriprise Financial Inc. grew its stake in  The Goldman Sachs Group by 18.2% during the second quarter. Ameriprise Financial Inc. now owns 1,895,752 shares of the investment management company's stock worth $1,345,924,000 after buying an additional 291,280 shares during the last quarter.  Fisher Asset Management LLC grew its stake in  The Goldman Sachs Group by 3.6% during the second quarter. Fisher Asset Management LLC now owns 6,539,746 shares of the investment management company's stock worth $4,628,507,000 after buying an additional 227,604 shares during the last quarter.  Danske Bank A S acquired a new stake in shares of  The Goldman Sachs Group during the third quarter worth approximately $178,941,000.  Finally, Alliancebernstein L.P. increased its holdings in shares of  The Goldman Sachs Group by 14.4% during the second quarter. Alliancebernstein L.P. now owns 1,710,516 shares of the investment management company's stock worth $1,210,618,000 after buying an additional 215,230 shares in the last quarter. Institutional investors own  71.21% of the company's stock. Here are the key news stories impacting The Goldman Sachs Group this week: In other The Goldman Sachs Group news, CAO Sheara J. Fredman sold 4,863 shares of the company's stock in a transaction dated Friday, January 23rd. The shares were sold at an average price of $923.75, for a total transaction of $4,492,196.25. Following the transaction, the chief accounting officer directly owned 10,301 shares in the company, valued at approximately $9,515,548.75. This represents a 32.07% decrease in their position. The transaction was disclosed in a document filed with the SEC, which is accessible through this hyperlink. Also, CFO Denis P. Coleman sold 11,623 shares of the firm's stock in a transaction dated Monday, February 9th. The shares were sold at an average price of $941.57, for a total transaction of $10,943,868.11. Following the completion of the transaction, the chief financial officer directly owned 29,342 shares in the company, valued at $27,627,546.94. This trade represents a 28.37% decrease in their position. The disclosure for this sale is available in the SEC filing. Insiders have sold 117,283 shares of company stock valued at $112,016,033 over the last 90 days. Corporate insiders own  0.55% of the company's stock. GS has been the topic of several recent analyst reports. Evercore  reissued an ""outperform"" rating on shares of The Goldman Sachs Group in a report on Friday, January 16th. Bank of America lifted their price objective on The Goldman Sachs Group from $1,050.00 to $1,100.00 and gave the company a ""buy"" rating in a research report on Friday, January 16th. Autonomous Res reduced their price objective on The Goldman Sachs Group from $1,047.00 to $960.00 and set an ""outperform"" rating on the stock in a research note on Thursday, January 15th. Daiwa Securities Group increased their target price on The Goldman Sachs Group from $927.00 to $940.00 and gave the stock a ""neutral"" rating in a report on Thursday, January 29th. Finally, Rothschild & Co Redburn raised their target price on The Goldman Sachs Group from $608.00 to $748.00 and gave the company a ""neutral"" rating in a research note on Friday, December 12th. Eight investment analysts have rated the stock with a Buy rating and fourteen have assigned  a Hold rating to the company. Based on data from MarketBeat.com, The Goldman Sachs Group  has a consensus rating of ""Hold"" and an average price target of $919.29. Shares of The Goldman Sachs Group stock opened at $803.33 on Friday. The company has a debt-to-equity ratio of 2.60, a current ratio of 0.66 and a quick ratio of 0.66. The firm has a 50 day simple moving average of $884.66 and a 200 day simple moving average of $848.72. The Goldman Sachs Group, Inc. has a fifty-two week low of $439.38 and a fifty-two week high of $984.70. The firm has a market cap of $236.98 billion, a P/E ratio of 15.66, a P/E/G ratio of 0.97 and a beta of 1.34. The Goldman Sachs Group (NYSE:GS - Get Free Report) last posted its quarterly earnings data on Thursday, January 15th. The investment management company reported $13.55 earnings per share (EPS) for the quarter, topping the consensus estimate of $11.52 by $2.03. The firm had revenue of $15.71 billion for the quarter, compared to the consensus estimate of $14.30 billion. The Goldman Sachs Group had a return on equity of 15.72% and a net margin of 13.73%.The business's revenue for the quarter was down 3.0% compared to the same quarter last year. During the same quarter in the prior year, the business earned $11.95 EPS.  Sell-side analysts predict that  The Goldman Sachs Group, Inc. will post 47.12 earnings per share for the current fiscal year. The company also recently declared a quarterly dividend, which will be paid on Monday, March 30th. Stockholders of record on Monday, March 2nd will be paid a dividend of $4.50 per share. This represents a $18.00 annualized dividend and a dividend yield of 2.2%. This is a boost from The Goldman Sachs Group's previous quarterly dividend of $4.00. The ex-dividend date of this dividend is Monday, March 2nd. The Goldman Sachs Group's payout ratio is currently 35.09%. The Goldman Sachs Group, Inc is a global investment banking and financial services firm headquartered in New York City. Founded in 1869 as a commercial paper business, the company has grown into a diversified financial institution that provides a broad range of services to corporations, financial institutions, governments and individuals. The firm is led by Chief Executive Officer David M. Solomon and operates across major financial centers worldwide. Goldman Sachs' core businesses include investment banking, global markets, asset and wealth management, and consumer banking. Want to see what other hedge funds are holding GS? Visit HoldingsChannel.com to get the latest 13F filings and insider trades for The Goldman Sachs Group, Inc. (NYSE:GS - Free Report). This instant news alert was generated by narrative science technology and financial data from MarketBeat in order to provide readers with the fastest reporting and unbiased coverage. Please send any questions or comments about this story to contact@marketbeat.com. Before you consider The Goldman Sachs Group, you'll want to hear this. MarketBeat keeps track of Wall Street's top-rated and best performing research analysts and the stocks they recommend to their clients on a daily basis. MarketBeat has identified the five stocks that top analysts are quietly whispering to their clients to buy now before the broader market catches on... and The Goldman Sachs Group wasn't on the list. While The Goldman Sachs Group currently has a Hold rating among analysts, top-rated analysts believe these five stocks are better buys. MarketBeat just released its list of the 7 hottest IPOs expected to hit Wall Street in 2026. See which companies are preparing to go public and why investors are watching closely. Sign up for MarketBeat All Access to gain access to MarketBeat's full suite of research tools. 345 N Reid Place, Suite 620, Sioux Falls, SD 57103
                                        
                                        contact@marketbeat.com
                                        
                                        (844) 978-6257 © MarketBeat Media, LLC 2010-2026. All rights reserved. © 2026   Fair market value prices are updated every minute and are provided by Massive. Other market data provided is at least 10-minutes delayed and hosted by Barchart Solutions.  Information is provided 'as-is' and solely for informational purposes, not for trading purposes or advice, and is delayed. To see all exchange delays and terms of use please see Barchart's disclaimer. We and our partners share information on your use of this website to help improve your experience. For more information, or to opt out click the Do Not Sell My Information button below.",https://www.marketbeat.com/instant-alerts/filing-worth-asset-management-llc-has-810000-position-in-the-goldman-sachs-group-inc-gs-2026-03-29/,Neutral
GS,"Game Plan Financial Advisors LLC Increases Position in The Goldman Sachs Group, Inc. $GS - MarketBeat",2026-03-29 10:43:05,"Game Plan Financial Advisors LLC raised its holdings in  The Goldman Sachs Group, Inc. (NYSE:GS - Free Report) by 39.1% in the fourth quarter, according to the company in its most recent filing with the Securities and Exchange Commission. The fund owned 7,440 shares of the investment management company's stock after acquiring an additional 2,090 shares during the period. The Goldman Sachs Group makes up  approximately  2.6% of Game Plan Financial Advisors LLC's investment portfolio, making the stock its 11th largest position. Game Plan Financial Advisors LLC's holdings in The Goldman Sachs Group were worth $6,540,000 as of its most recent SEC filing. A number of other institutional investors have also bought and sold shares of the business. Brighton Jones LLC increased its holdings in shares of  The Goldman Sachs Group by 17.1% in the fourth quarter. Brighton Jones LLC now owns 3,474 shares of the investment management company's stock valued at $1,989,000 after purchasing an additional 508 shares during the last quarter.  Revolve Wealth Partners LLC boosted its stake in  The Goldman Sachs Group by 7.0% during the fourth quarter. Revolve Wealth Partners LLC now owns 888 shares of the investment management company's stock worth $508,000 after buying an additional 58 shares during the last quarter.  Sivia Capital Partners LLC boosted its stake in  The Goldman Sachs Group by 90.1% during the second quarter. Sivia Capital Partners LLC now owns 1,551 shares of the investment management company's stock worth $1,098,000 after buying an additional 735 shares during the last quarter.  Schnieders Capital Management LLC. grew its holdings in  The Goldman Sachs Group by 9.3% in the 2nd quarter. Schnieders Capital Management LLC. now owns 821 shares of the investment management company's stock valued at $581,000 after buying an additional 70 shares in the last quarter.  Finally, Northwestern Mutual Wealth Management Co. grew its holdings in  The Goldman Sachs Group by 5.1% in the 2nd quarter. Northwestern Mutual Wealth Management Co. now owns 101,913 shares of the investment management company's stock valued at $72,130,000 after buying an additional 4,988 shares in the last quarter. 71.21% of the stock is owned by hedge funds and other institutional investors. Shares of GS stock opened at $803.33 on Friday. The company has a debt-to-equity ratio of 2.60, a quick ratio of 0.66 and a current ratio of 0.66. The firm has a market cap of $236.98 billion, a P/E ratio of 15.66, a P/E/G ratio of 0.97 and a beta of 1.34. The firm's 50 day moving average price is $884.66 and its 200-day moving average price is $848.72. The Goldman Sachs Group, Inc. has a one year low of $439.38 and a one year high of $984.70. The Goldman Sachs Group (NYSE:GS - Get Free Report) last posted its earnings results on Thursday, January 15th. The investment management company reported $13.55 earnings per share for the quarter, beating the consensus estimate of $11.52 by $2.03. The firm had revenue of $15.71 billion during the quarter, compared to the consensus estimate of $14.30 billion. The Goldman Sachs Group had a net margin of 13.73% and a return on equity of 15.72%. The firm's revenue for the quarter was down 3.0% on a year-over-year basis. During the same quarter last year, the firm earned $11.95 EPS.  As a group, equities research analysts predict that  The Goldman Sachs Group, Inc. will post 47.12 EPS for the current year. The company also recently disclosed a quarterly dividend, which will be paid on Monday, March 30th. Stockholders of record on Monday, March 2nd will be paid a $4.50 dividend. The ex-dividend date of this dividend is Monday, March 2nd. This is a boost from The Goldman Sachs Group's previous quarterly dividend of $4.00. This represents a $18.00 dividend on an annualized basis and a dividend yield of 2.2%. The Goldman Sachs Group's payout ratio is presently 35.09%. Several research analysts have recently commented on GS shares. HSBC lifted their price target on The Goldman Sachs Group from $742.00 to $802.00 in a report on Friday, February 6th. Zacks Research lowered shares of The Goldman Sachs Group from a ""strong-buy"" rating to a ""hold"" rating in a report on Monday, March 16th. BNP Paribas Exane raised their price objective on shares of The Goldman Sachs Group from $775.00 to $970.00 and gave the stock a ""neutral"" rating in a research report on Friday, January 16th. BMO Capital Markets lifted their target price on shares of The Goldman Sachs Group from $980.00 to $985.00 and gave the stock a ""market perform"" rating in a research note on Tuesday, January 20th. Finally, Bank of America boosted their target price on shares of The Goldman Sachs Group from $1,050.00 to $1,100.00 and gave the company a ""buy"" rating in a report on Friday, January 16th. Eight equities research analysts have rated the stock with a Buy rating and fourteen have given a Hold rating to the company. According to MarketBeat.com, the stock  has a consensus rating of ""Hold"" and an average price target of $919.29. Here are the key news stories impacting The Goldman Sachs Group this week: In other The Goldman Sachs Group news, insider Alex S. Golten sold 1,092 shares of The Goldman Sachs Group stock in a transaction dated Monday, February 9th. The stock was sold at an average price of $936.89, for a total value of $1,023,083.88. The transaction was disclosed in a filing with the Securities & Exchange Commission, which is available through this link. Also, CEO David M. Solomon sold 272 shares of The Goldman Sachs Group stock in a transaction dated Thursday, January 29th. The shares were sold at an average price of $938.92, for a total value of $255,386.24. Following the completion of the transaction, the chief executive officer directly owned 125,527 shares of the company's stock, valued at approximately $117,859,810.84. This represents a 0.22% decrease in their ownership of the stock. Additional details regarding this sale are available in the official SEC disclosure. In the last three months, insiders have sold 117,283 shares of company stock worth $112,016,033. 0.55% of the stock is owned by corporate insiders. The Goldman Sachs Group, Inc is a global investment banking and financial services firm headquartered in New York City. Founded in 1869 as a commercial paper business, the company has grown into a diversified financial institution that provides a broad range of services to corporations, financial institutions, governments and individuals. The firm is led by Chief Executive Officer David M. Solomon and operates across major financial centers worldwide. Goldman Sachs' core businesses include investment banking, global markets, asset and wealth management, and consumer banking. This instant news alert was generated by narrative science technology and financial data from MarketBeat in order to provide readers with the fastest reporting and unbiased coverage. Please send any questions or comments about this story to contact@marketbeat.com. Before you consider The Goldman Sachs Group, you'll want to hear this. MarketBeat keeps track of Wall Street's top-rated and best performing research analysts and the stocks they recommend to their clients on a daily basis. MarketBeat has identified the five stocks that top analysts are quietly whispering to their clients to buy now before the broader market catches on... and The Goldman Sachs Group wasn't on the list. While The Goldman Sachs Group currently has a Hold rating among analysts, top-rated analysts believe these five stocks are better buys. Unlock the timeless value of gold with our exclusive 2026 Gold Forecasting Report. Explore why gold remains the ultimate investment for safeguarding wealth against inflation, economic shifts, and global uncertainties. Whether you're planning for future generations or seeking a reliable asset in turbulent times, this report is your essential guide to making informed decisions. Sign up for MarketBeat All Access to gain access to MarketBeat's full suite of research tools. 345 N Reid Place, Suite 620, Sioux Falls, SD 57103
                                        
                                        contact@marketbeat.com
                                        
                                        (844) 978-6257 © MarketBeat Media, LLC 2010-2026. All rights reserved. © 2026   Fair market value prices are updated every minute and are provided by Massive. Other market data provided is at least 10-minutes delayed and hosted by Barchart Solutions.  Information is provided 'as-is' and solely for informational purposes, not for trading purposes or advice, and is delayed. To see all exchange delays and terms of use please see Barchart's disclaimer. We and our partners share information on your use of this website to help improve your experience. For more information, or to opt out click the Do Not Sell My Information button below.",https://www.marketbeat.com/instant-alerts/filing-game-plan-financial-advisors-llc-increases-position-in-the-goldman-sachs-group-inc-gs-2026-03-29/,Neutral
GS,Portland Fire 2026 Regular Season WNBA Fixtures - ESPN,2026-03-29 10:13:29,"If you are not logged in, your opt-out will be specific to this property and device or browser. For our other digital properties, to opt out, select “Do Not Sell or Share My Personal Information” or “Your Privacy Choices” on each. If you clear your tracking history or use another browser or device, you’ll need to opt out again.You can also submit this opt-out form, which may enable us to apply your opt-out more broadly, for example, to stop data sharing in connection with advertising intended to reach you on platforms not operated by Disney (e.g., social media platforms). You may enable online, where available, a universal tool that automatically communicates your opt-out, such as Global Privacy Control (“GPC”), which we’ll process as if you had opted out through the toggle.Even if you opt out, you may continue to see advertising, including ads that may be based on personal information processed before you opted out. Please visit Your US State Privacy Rights  for more information about your rights and how to exercise them.",https://www.espn.com.au/wnba/team/schedule/_/name/POR,Neutral
GS,Spring volleyball for the first time in five years. GS Caltex's gust continues.GS Caltex defeated Hy.. - 매일경제,2026-03-29 10:11:40,"Spring volleyball for the first time in five years. GS Caltex's gust continues. GS Caltex defeated Hyundai Engineering & Construction with a set score of 3-0 (25-23 25-23 25-19) in the second round of the Jin Air 2025-26 V-League Playoff at Jangchung Gymnasium in Seoul on the 28th. GS Caltex, which won 3-1 in the first game on the 26th, finished the two-win playoff in two games. He made a turnaround by catching Hyundai Engineering & Construction, ranking second in the regular league. GS Caltex, which played in spring volleyball for the first time in five years since the 2020-21 season, will even take the championship game. GS Caltex, which ranked first in the regular league at the time, won the championship game. He is trying to win his fourth career championship. In addition, the record of all the winning teams in the first round of the women's 20 playoffs will continue to reach the championship game. GS Caltex advanced to the postseason by ranking third in the regular league. He beat fourth-place Heungkuk Life Insurance and knocked down Hyundai Engineering & Construction, continuing Jangchung's spring day. At the center of it, Silva, the ""special ace,"" plays a big role. Silva is the best striker of all time in the V-League. GS Caltex was deeply concerned about the market share concentrated on Silva, but used Silva properly in the postseason. Silva scored 42 points (50% attack share, 59.15%) in the semi-playoff against Heungkuk Life Insurance, 40 points (49.65% attack share, 50% attack success rate) in the first round of the playoffs with Hyundai Engineering & Construction, and 32 points (46.615 attack share, 49.09%) in the second round. He showed an overwhelming performance with a total of 114 points in three games. In addition to Silva, GS Caltex added 26 points for Reyna and 25 points for Yoo Se-yeon in three postseason games. GS Caltex will face the Korea Expressway Corporation, which ranks first in the regular league, in the championship game. As I finished the playoff schedule early, I also got time to recharge. Coach Lee Young-taek said, ""Silva bought me time in a difficult situation. ""I had three days off,"" he said. ""I was weak in road construction in the regular league, but I won once in the sixth round. The current team is in good spirits. I asked to play the playoffs comfortably, but the same goes for the championship game. There is nothing more to tell the players. I want to finish well because I've been doing well. I want to catch it when the opportunity comes,"" he said. Meanwhile, 'Block Queen' Yang Hyo-jin will leave the court after the second round of the playoffs. He will end his 19-year career with this season. ※ This article was translated using AI technology for reader convenience. Maeil Business(MK) provides these translations ""as they are"" and makes no warranties of any kind, either
explicitly or implicitly, regarding accuracy, reliability and marketability, suitability for a particular purpose,
etc. of translation.
Please be informed that the content provided may not be translated accurately due to limitations in machine
translation before using this service. Copyright (c) 매경AX. Maeil Business News Korea & mk.co.kr, All rights reserved.
Prohibition of unauthorized reproduction, redistribution, and use of AI learning",https://www.mk.co.kr/en/sports/12001834,Neutral
GS,"Exchange Traded Concepts LLC Buys 13,970 Shares of The Goldman Sachs Group, Inc. $GS - MarketBeat",2026-03-29 07:54:23,"Exchange Traded Concepts LLC lifted its stake in  The Goldman Sachs Group, Inc. (NYSE:GS - Free Report) by 263.4% in the 4th quarter, according to the company in its most recent 13F filing with the Securities and Exchange Commission. The firm owned 19,274 shares of the investment management company's stock after purchasing an additional 13,970 shares during the period. Exchange Traded Concepts LLC's holdings in The Goldman Sachs Group were worth $16,942,000 as of its most recent SEC filing. A number of other large investors have also recently modified their holdings of the stock. Gilliland Jeter Wealth Management LLC raised its stake in  The Goldman Sachs Group by 3.5% in the third quarter. Gilliland Jeter Wealth Management LLC now owns 388 shares of the investment management company's stock worth $309,000 after buying an additional 13 shares in the last quarter.  EWA LLC boosted its position in  The Goldman Sachs Group by 2.2% during the 3rd quarter. EWA LLC now owns 612 shares of the investment management company's stock valued at $488,000 after acquiring an additional 13 shares in the last quarter.  Carrera Capital Advisors grew its holdings in shares of  The Goldman Sachs Group by 3.5% during the 3rd quarter. Carrera Capital Advisors now owns 385 shares of the investment management company's stock worth $306,000 after acquiring an additional 13 shares during the period.  Centerpoint Advisors LLC raised its position in shares of  The Goldman Sachs Group by 1.5% in the 3rd quarter. Centerpoint Advisors LLC now owns 863 shares of the investment management company's stock worth $687,000 after acquiring an additional 13 shares in the last quarter.  Finally, Cassaday & Co Wealth Management LLC raised its position in shares of  The Goldman Sachs Group by 0.9% in the 3rd quarter. Cassaday & Co Wealth Management LLC now owns 1,488 shares of the investment management company's stock worth $1,185,000 after acquiring an additional 13 shares in the last quarter. Institutional investors own  71.21% of the company's stock. Here are the key news stories impacting The Goldman Sachs Group this week: GS opened at $803.33 on Friday. The stock has a 50-day moving average price of $884.66 and a 200-day moving average price of $848.72. The company has a debt-to-equity ratio of 2.60, a current ratio of 0.66 and a quick ratio of 0.66. The firm has a market cap of $236.98 billion, a PE ratio of 15.66, a P/E/G ratio of 0.97 and a beta of 1.34. The Goldman Sachs Group, Inc. has a 1 year low of $439.38 and a 1 year high of $984.70. The Goldman Sachs Group (NYSE:GS - Get Free Report) last announced its quarterly earnings data on Thursday, January 15th. The investment management company reported $13.55 EPS for the quarter, beating the consensus estimate of $11.52 by $2.03. The company had revenue of $15.71 billion for the quarter, compared to the consensus estimate of $14.30 billion. The Goldman Sachs Group had a net margin of 13.73% and a return on equity of 15.72%. The Goldman Sachs Group's revenue for the quarter was down 3.0% on a year-over-year basis. During the same period in the prior year, the firm posted $11.95 EPS.  Sell-side analysts predict that  The Goldman Sachs Group, Inc. will post 47.12 earnings per share for the current fiscal year. The company also recently declared a quarterly dividend, which will be paid on Monday, March 30th. Investors of record on Monday, March 2nd will be given a dividend of $4.50 per share. This represents a $18.00 annualized dividend and a dividend yield of 2.2%. This is an increase from The Goldman Sachs Group's previous quarterly dividend of $4.00. The ex-dividend date of this dividend is Monday, March 2nd. The Goldman Sachs Group's payout ratio is 35.09%. Several equities research analysts recently weighed in on GS shares. JPMorgan Chase & Co. upped their price target on The Goldman Sachs Group from $815.00 to $826.00 and gave the stock a ""neutral"" rating in a research note on Tuesday, March 10th. BNP Paribas Exane boosted their target price on shares of The Goldman Sachs Group from $775.00 to $970.00 and gave the company a ""neutral"" rating in a report on Friday, January 16th. Zacks Research downgraded shares of The Goldman Sachs Group from a ""strong-buy"" rating to a ""hold"" rating in a research report on Monday, March 16th. Evercore  reiterated an ""outperform"" rating on shares of The Goldman Sachs Group in a research note on Friday, January 16th. Finally, Jefferies Financial Group lifted their price target on shares of The Goldman Sachs Group from $898.00 to $1,087.00 and gave the company a ""buy"" rating in a research report on Tuesday, January 6th. Eight investment analysts have rated the stock with a Buy rating and fourteen have given a Hold rating to the company's stock. According to data from MarketBeat.com, the stock currently has an average rating of ""Hold"" and a consensus price target of $919.29. In other The Goldman Sachs Group news, Treasurer Carey Halio sold 2,846 shares of the stock in a transaction on Tuesday, January 27th. The stock was sold at an average price of $927.17, for a total transaction of $2,638,725.82. Following the sale, the treasurer directly owned 2,017 shares in the company, valued at approximately $1,870,101.89. This trade represents a 58.52% decrease in their position. The sale was disclosed in a document filed with the SEC, which is accessible through this hyperlink. Also, CEO David M. Solomon sold 272 shares of the stock in a transaction on Thursday, January 29th. The shares were sold at an average price of $938.92, for a total value of $255,386.24. Following the sale, the chief executive officer directly owned 125,527 shares in the company, valued at $117,859,810.84. This trade represents a 0.22% decrease in their ownership of the stock. The disclosure for this sale is available in the SEC filing. Insiders have sold 117,283 shares of company stock valued at $112,016,033 over the last ninety days. Corporate insiders own  0.55% of the company's stock. The Goldman Sachs Group, Inc is a global investment banking and financial services firm headquartered in New York City. Founded in 1869 as a commercial paper business, the company has grown into a diversified financial institution that provides a broad range of services to corporations, financial institutions, governments and individuals. The firm is led by Chief Executive Officer David M. Solomon and operates across major financial centers worldwide. Goldman Sachs' core businesses include investment banking, global markets, asset and wealth management, and consumer banking. This instant news alert was generated by narrative science technology and financial data from MarketBeat in order to provide readers with the fastest reporting and unbiased coverage. Please send any questions or comments about this story to contact@marketbeat.com. Before you consider The Goldman Sachs Group, you'll want to hear this. MarketBeat keeps track of Wall Street's top-rated and best performing research analysts and the stocks they recommend to their clients on a daily basis. MarketBeat has identified the five stocks that top analysts are quietly whispering to their clients to buy now before the broader market catches on... and The Goldman Sachs Group wasn't on the list. While The Goldman Sachs Group currently has a Hold rating among analysts, top-rated analysts believe these five stocks are better buys. Explore Elon Musk’s boldest ventures yet—from AI and autonomy to space colonization—and find out how investors can ride the next wave of innovation. Sign up for MarketBeat All Access to gain access to MarketBeat's full suite of research tools. 345 N Reid Place, Suite 620, Sioux Falls, SD 57103
                                        
                                        contact@marketbeat.com
                                        
                                        (844) 978-6257 © MarketBeat Media, LLC 2010-2026. All rights reserved. © 2026   Fair market value prices are updated every minute and are provided by Massive. Other market data provided is at least 10-minutes delayed and hosted by Barchart Solutions.  Information is provided 'as-is' and solely for informational purposes, not for trading purposes or advice, and is delayed. To see all exchange delays and terms of use please see Barchart's disclaimer. We and our partners share information on your use of this website to help improve your experience. For more information, or to opt out click the Do Not Sell My Information button below.",https://www.marketbeat.com/instant-alerts/filing-exchange-traded-concepts-llc-buys-13970-shares-of-the-goldman-sachs-group-inc-gs-2026-03-29/,Neutral
GS,ABEDKXX Stock Price and Chart — NASDAQ:ABEDKXX - TradingView,2026-03-29 02:58:34,"Select market data provided by ICE Data Services. Select reference data provided by FactSet. Copyright © 2026 FactSet Research Systems Inc.Copyright © 2026, American Bankers Association. CUSIP Database provided by FactSet Research Systems Inc. All rights reserved. SEC fillings and other documents provided by Quartr.© 2026 TradingView, Inc.",https://www.tradingview.com/symbols/NASDAQ-ABEDKXX/,Neutral
GS,ABNQPXX Stock Price and Chart — NASDAQ:ABNQPXX - TradingView,2026-03-29 02:57:34,"Select market data provided by ICE Data Services. Select reference data provided by FactSet. Copyright © 2026 FactSet Research Systems Inc.Copyright © 2026, American Bankers Association. CUSIP Database provided by FactSet Research Systems Inc. All rights reserved. SEC fillings and other documents provided by Quartr.© 2026 TradingView, Inc.",https://www.tradingview.com/symbols/NASDAQ-ABNQPXX/,Neutral
